Route,avg_temp_c,avg_wind_knots,avg_turbulence,avg_visibility_km
BOS_CLT,9.3125,29.9375,2.25,10.5
BOS_CMH,0.5,27.625,2.0,14.25
BOS_DEN,15.666666666666666,22.666666666666668,1.8888888888888888,11.333333333333334
BOS_DFW,5.75,23.833333333333332,1.75,10.666666666666666
BOS_DTW,8.785714285714286,28.214285714285715,2.0714285714285716,12.714285714285714
BOS_IAD,5.166666666666667,18.416666666666668,1.8333333333333333,10.666666666666666
BOS_IAH,14.733333333333333,31.533333333333335,1.7333333333333334,9.666666666666666
BOS_IND,5.4,18.466666666666665,2.0,11.866666666666667
BOS_JFK,12.428571428571429,20.285714285714285,1.4285714285714286,12.714285714285714
BOS_LAS,5.357142857142857,26.428571428571427,2.0714285714285716,10.928571428571429
BOS_LAX,14.1875,26.25,1.9375,11.375
BOS_MCI,14.11111111111111,26.555555555555557,1.6666666666666667,8.333333333333334
BOS_MCO,13.777777777777779,24.77777777777778,1.9444444444444444,9.777777777777779
BOS_MIA,15.0,22.0,2.25,12.5
BOS_MSP,5.090909090909091,24.90909090909091,2.3636363636363638,6.2727272727272725
BOS_ORD,9.523809523809524,25.095238095238095,2.0476190476190474,9.285714285714286
BOS_PDX,11.909090909090908,30.272727272727273,2.090909090909091,9.545454545454545
BOS_PHL,17.307692307692307,25.0,2.1538461538461537,11.846153846153847
BOS_PHX,11.777777777777779,30.555555555555557,1.8888888888888888,11.11111111111111
BOS_SAN,8.1,21.4,2.6,10.1
BOS_SEA,3.2,14.8,1.9,10.6
BOS_SFO,7.555555555555555,25.88888888888889,1.8888888888888888,8.444444444444445
BOS_SLC,7.555555555555555,28.11111111111111,1.9444444444444444,10.61111111111111
BOS_STL,5.222222222222222,31.555555555555557,2.2222222222222223,12.666666666666666
BOS_TPA,5.666666666666667,27.666666666666668,1.8888888888888888,9.0
CLT_ATL,6.384615384615385,24.923076923076923,1.7692307692307692,11.76923076923077
CLT_AUS,3.9,23.5,2.2,11.2
CLT_BNA,17.6,26.3,1.7,7.4
CLT_BOS,18.3,20.2,1.9,11.8
CLT_CMH,12.882352941176471,28.0,1.8823529411764706,10.235294117647058
CLT_DEN,17.3,21.0,1.8,10.1
CLT_DFW,10.333333333333334,27.133333333333333,1.9333333333333333,10.0
CLT_DTW,12.266666666666667,21.533333333333335,1.8,11.333333333333334
CLT_IAD,6.0,23.266666666666666,1.6,10.533333333333333
CLT_IAH,3.1333333333333333,33.8,2.1333333333333333,10.0
CLT_IND,15.470588235294118,25.823529411764707,2.0,9.941176470588236
CLT_JFK,5.3125,21.125,2.0625,11.9375
CLT_LAS,1.6666666666666667,20.0,1.9166666666666667,6.916666666666667
CLT_LAX,4.933333333333334,20.466666666666665,2.0,11.933333333333334
CLT_MCI,5.75,32.75,1.625,9.875
CLT_MCO,14.0,19.22222222222222,2.3333333333333335,7.666666666666667
CLT_MIA,14.818181818181818,27.454545454545453,2.4545454545454546,9.727272727272727
CLT_MSP,6.714285714285714,19.571428571428573,2.4285714285714284,12.071428571428571
CLT_ORD,16.615384615384617,23.307692307692307,2.3076923076923075,8.153846153846153
CLT_PDX,7.0,22.866666666666667,1.7333333333333334,12.2
CLT_PHL,14.909090909090908,22.272727272727273,2.090909090909091,9.636363636363637
CLT_PHX,8.642857142857142,25.357142857142858,2.0,11.714285714285714
CLT_SAN,7.538461538461538,28.076923076923077,2.1538461538461537,12.76923076923077
CLT_SEA,16.0,25.375,2.0625,11.0
CLT_SFO,10.0,18.076923076923077,2.1538461538461537,11.307692307692308
CLT_SLC,11.363636363636363,33.90909090909091,2.1818181818181817,12.545454545454545
CLT_STL,12.333333333333334,22.555555555555557,2.111111111111111,15.333333333333334
CLT_TPA,2.375,31.0625,1.6875,9.1875
CMH_ATL,15.857142857142858,22.714285714285715,2.142857142857143,11.571428571428571
CMH_AUS,16.0,22.555555555555557,1.7777777777777777,10.777777777777779
CMH_BNA,18.466666666666665,25.533333333333335,2.2666666666666666,9.066666666666666
CMH_BOS,-6.111111111111111,22.555555555555557,2.0,10.777777777777779
CMH_CLT,18.133333333333333,19.866666666666667,2.0,10.266666666666667
CMH_DEN,6.230769230769231,22.923076923076923,1.7692307692307692,8.615384615384615
CMH_DFW,4.333333333333333,31.5,1.8333333333333333,10.5
CMH_DTW,10.4,21.8,2.1333333333333333,10.666666666666666
CMH_IAD,18.0,27.666666666666668,1.6666666666666667,11.11111111111111
CMH_IAH,8.833333333333334,24.0,2.1666666666666665,12.833333333333334
CMH_IND,11.785714285714286,29.642857142857142,1.9285714285714286,8.357142857142858
CMH_JFK,9.272727272727273,24.818181818181817,2.0,10.0
CMH_LAS,9.0,29.8,1.7,9.4
CMH_LAX,14.333333333333334,26.0,1.6,8.266666666666667
CMH_MCI,12.625,23.625,2.375,9.75
CMH_MCO,5.3076923076923075,24.153846153846153,2.230769230769231,12.538461538461538
CMH_MIA,16.6,17.9,2.1,13.1
CMH_MSP,11.357142857142858,25.857142857142858,1.9285714285714286,11.142857142857142
CMH_ORD,4.0588235294117645,27.941176470588236,2.0,11.470588235294118
CMH_PDX,6.769230769230769,28.615384615384617,1.9230769230769231,7.769230769230769
CMH_PHL,11.857142857142858,23.428571428571427,2.0714285714285716,10.571428571428571
CMH_PHX,20.333333333333332,21.833333333333332,1.3333333333333333,14.833333333333334
CMH_SAN,9.285714285714286,34.857142857142854,1.7142857142857142,12.571428571428571
CMH_SEA,2.6,15.2,1.8,12.4
CMH_SFO,11.285714285714286,30.0,1.9285714285714286,9.928571428571429
CMH_SLC,5.555555555555555,22.0,1.8888888888888888,13.11111111111111
CMH_STL,7.823529411764706,27.058823529411764,2.1176470588235294,11.352941176470589
CMH_TPA,7.5,29.6,2.0,11.8
DEN_ATL,4.25,34.375,2.125,9.25
DEN_AUS,14.666666666666666,15.444444444444445,1.6666666666666667,11.88888888888889
DEN_BNA,16.428571428571427,23.071428571428573,2.0,10.285714285714286
DEN_BOS,15.9,24.8,2.1,8.3
DEN_CLT,13.583333333333334,22.5,2.3333333333333335,12.25
DEN_CMH,9.0,24.7,1.7,10.5
DEN_DFW,13.9,24.4,2.3,12.3
DEN_DTW,15.9,22.5,1.8,12.0
DEN_IAD,7.230769230769231,22.0,2.1538461538461537,12.384615384615385
DEN_IAH,7.733333333333333,27.2,2.0,9.0
DEN_IND,11.076923076923077,20.692307692307693,2.0,11.692307692307692
DEN_JFK,18.0,30.9,1.9,13.3
DEN_LAS,18.25,24.333333333333332,1.5833333333333333,11.5
DEN_LAX,4.785714285714286,24.285714285714285,2.357142857142857,11.285714285714286
DEN_MCI,12.285714285714286,19.928571428571427,1.9285714285714286,13.357142857142858
DEN_MCO,8.25,19.5,1.875,7.375
DEN_MIA,9.846153846153847,28.384615384615383,1.6153846153846154,14.076923076923077
DEN_MSP,20.5,21.625,1.9375,11.125
DEN_ORD,2.25,25.166666666666668,1.75,14.0
DEN_PDX,13.0,26.076923076923077,2.230769230769231,9.076923076923077
DEN_PHL,4.8,20.7,2.0,12.2
DEN_PHX,-0.25,22.8125,1.4375,11.1875
DEN_SAN,13.2,27.8,1.5,11.8
DEN_SEA,14.6,22.2,2.4,7.7
DEN_SFO,5.722222222222222,21.38888888888889,2.0555555555555554,10.11111111111111
DEN_SLC,7.615384615384615,28.153846153846153,2.230769230769231,12.23076923076923
DEN_STL,20.875,25.6875,1.8125,9.0625
DEN_TPA,5.625,27.625,1.875,6.25
DFW_ATL,14.090909090909092,27.363636363636363,1.8181818181818181,7.818181818181818
DFW_AUS,12.916666666666666,26.666666666666668,1.8333333333333333,8.166666666666666
DFW_BNA,17.642857142857142,24.0,1.9285714285714286,10.642857142857142
DFW_BOS,4.916666666666667,28.5,1.6666666666666667,10.166666666666666
DFW_CLT,13.153846153846153,21.53846153846154,2.076923076923077,11.76923076923077
DFW_CMH,4.0,28.0,2.1666666666666665,10.916666666666666
DFW_DEN,9.9,27.35,2.0,10.55
DFW_DTW,6.785714285714286,28.214285714285715,2.2142857142857144,12.214285714285714
DFW_IAD,7.285714285714286,25.571428571428573,2.142857142857143,11.0
DFW_IAH,11.6,21.85,1.9,11.75
DFW_IND,9.23076923076923,19.53846153846154,1.5384615384615385,8.461538461538462
DFW_JFK,6.833333333333333,28.666666666666668,1.5,11.5
DFW_LAS,9.133333333333333,25.2,1.7333333333333334,12.466666666666667
DFW_LAX,16.90909090909091,22.727272727272727,2.4545454545454546,11.727272727272727
DFW_MCI,12.363636363636363,36.18181818181818,1.8181818181818181,13.090909090909092
DFW_MCO,16.4,14.8,2.5,10.8
DFW_MIA,15.23076923076923,26.846153846153847,1.7692307692307692,11.538461538461538
DFW_MSP,15.75,30.0,2.0,12.416666666666666
DFW_ORD,9.727272727272727,22.454545454545453,1.7272727272727273,12.181818181818182
DFW_PDX,9.733333333333333,23.266666666666666,2.2666666666666666,11.066666666666666
DFW_PHL,15.294117647058824,23.11764705882353,2.176470588235294,10.588235294117647
DFW_PHX,9.666666666666666,29.25,1.5833333333333333,11.333333333333334
DFW_SAN,11.76923076923077,23.76923076923077,2.1538461538461537,11.384615384615385
DFW_SEA,9.11111111111111,31.0,2.2222222222222223,12.777777777777779
DFW_SFO,4.875,25.125,1.625,9.125
DFW_SLC,2.5,36.0,1.8333333333333333,11.5
DFW_STL,6.875,24.9375,2.3125,10.3125
DFW_TPA,10.5,28.09090909090909,1.9090909090909092,9.227272727272727
DTW_ATL,13.866666666666667,23.533333333333335,2.2666666666666666,11.2
DTW_AUS,11.636363636363637,26.818181818181817,1.6363636363636365,10.0
DTW_BNA,9.8125,17.875,1.8125,10.4375
DTW_BOS,8.363636363636363,27.0,2.090909090909091,8.0
DTW_CLT,12.666666666666666,32.833333333333336,1.8333333333333333,11.583333333333334
DTW_CMH,15.285714285714286,25.285714285714285,1.7142857142857142,12.428571428571429
DTW_DEN,7.9375,27.75,1.875,10.8125
DTW_DFW,21.25,28.625,2.25,11.25
DTW_IAD,15.363636363636363,19.727272727272727,2.090909090909091,9.818181818181818
DTW_IAH,19.09090909090909,21.818181818181817,1.9090909090909092,12.818181818181818
DTW_IND,11.285714285714286,25.0,2.142857142857143,10.857142857142858
DTW_JFK,13.25,30.125,2.625,8.875
DTW_LAS,16.333333333333332,25.88888888888889,2.111111111111111,10.222222222222221
DTW_LAX,8.5,24.11111111111111,2.111111111111111,11.055555555555555
DTW_MCI,7.470588235294118,31.235294117647058,1.8235294117647058,9.705882352941176
DTW_MCO,18.285714285714285,20.857142857142858,1.7857142857142858,11.214285714285714
DTW_MIA,9.444444444444445,27.444444444444443,2.111111111111111,7.333333333333333
DTW_MSP,15.714285714285714,24.714285714285715,2.0,11.785714285714286
DTW_ORD,9.181818181818182,31.09090909090909,2.090909090909091,12.090909090909092
DTW_PDX,10.5,22.666666666666668,2.0,9.5
DTW_PHL,16.125,23.125,1.75,8.625
DTW_PHX,17.5,16.928571428571427,1.9285714285714286,10.785714285714286
DTW_SAN,6.384615384615385,22.153846153846153,1.9230769230769231,11.846153846153847
DTW_SEA,9.777777777777779,25.055555555555557,2.111111111111111,11.055555555555555
DTW_SFO,7.615384615384615,31.153846153846153,1.5384615384615385,9.23076923076923
DTW_SLC,19.6,31.4,1.8,6.7
DTW_STL,8.428571428571429,20.071428571428573,1.8571428571428572,13.857142857142858
DTW_TPA,8.181818181818182,29.0,1.8181818181818181,11.909090909090908
IAD_ATL,19.333333333333332,19.5,1.6666666666666667,8.333333333333334
IAD_AUS,7.625,26.4375,1.875,11.5625
IAD_BNA,9.944444444444445,25.27777777777778,2.0555555555555554,11.11111111111111
IAD_BOS,19.7,25.1,1.7,11.9
IAD_CLT,16.642857142857142,18.5,1.9285714285714286,9.857142857142858
IAD_CMH,8.833333333333334,18.583333333333332,2.1666666666666665,10.833333333333334
IAD_DEN,9.5,23.2,2.0,9.2
IAD_DFW,16.166666666666668,26.25,2.1666666666666665,9.916666666666666
IAD_DTW,0.8333333333333334,27.333333333333332,2.1666666666666665,10.833333333333334
IAD_IAH,9.125,25.625,2.0625,9.375
IAD_IND,10.214285714285714,26.285714285714285,1.6428571428571428,14.571428571428571
IAD_JFK,16.46153846153846,26.076923076923077,1.6923076923076923,7.3076923076923075
IAD_LAS,11.777777777777779,21.555555555555557,2.0,12.777777777777779
IAD_LAX,14.76923076923077,30.384615384615383,1.8461538461538463,9.384615384615385
IAD_MCI,12.083333333333334,23.083333333333332,1.8333333333333333,10.416666666666666
IAD_MCO,-4.25,25.833333333333332,1.9166666666666667,13.666666666666666
IAD_MIA,12.35,21.1,1.95,8.35
IAD_MSP,13.857142857142858,20.642857142857142,2.4285714285714284,10.428571428571429
IAD_ORD,10.071428571428571,22.714285714285715,1.7857142857142858,9.928571428571429
IAD_PDX,5.666666666666667,25.0,2.0,8.666666666666666
IAD_PHL,4.642857142857143,33.857142857142854,1.8571428571428572,11.357142857142858
IAD_PHX,10.473684210526315,25.894736842105264,1.8421052631578947,11.789473684210526
IAD_SAN,8.9375,23.6875,2.0,12.375
IAD_SEA,7.666666666666667,20.666666666666668,1.6666666666666667,9.583333333333334
IAD_SFO,15.357142857142858,20.714285714285715,2.2142857142857144,10.071428571428571
IAD_SLC,8.875,20.75,2.4375,11.4375
IAD_STL,9.75,35.5,2.25,14.0
IAD_TPA,12.692307692307692,21.23076923076923,2.1538461538461537,8.461538461538462
IAH_ATL,9.533333333333333,19.933333333333334,2.3333333333333335,10.8
IAH_AUS,12.909090909090908,33.45454545454545,1.9090909090909092,15.818181818181818
IAH_BNA,8.4,21.466666666666665,2.0,11.266666666666667
IAH_BOS,5.636363636363637,24.0,2.0,10.818181818181818
IAH_CLT,11.6,27.533333333333335,1.7333333333333334,7.666666666666667
IAH_CMH,13.294117647058824,26.470588235294116,2.2941176470588234,11.588235294117647
IAH_DEN,7.2727272727272725,24.363636363636363,2.3636363636363638,12.090909090909092
IAH_DFW,7.7,20.1,2.2,12.95
IAH_DTW,12.916666666666666,24.916666666666668,1.75,7.333333333333333
IAH_IAD,12.571428571428571,22.142857142857142,2.142857142857143,10.5
IAH_IND,9.818181818181818,23.272727272727273,2.4545454545454546,8.181818181818182
IAH_JFK,8.454545454545455,28.272727272727273,2.0,10.363636363636363
IAH_LAS,6.25,23.25,1.8333333333333333,9.75
IAH_LAX,6.0,26.2,1.8,8.2
IAH_MCI,11.909090909090908,21.90909090909091,1.9090909090909092,11.0
IAH_MCO,3.090909090909091,25.0,2.0,11.272727272727273
IAH_MIA,6.8125,16.875,2.25,10.5
IAH_MSP,4.0,29.7,2.4,12.5
IAH_ORD,19.38888888888889,25.0,2.2777777777777777,12.5
IAH_PDX,7.428571428571429,18.714285714285715,2.4285714285714284,9.0
IAH_PHL,8.705882352941176,23.941176470588236,2.0,8.941176470588236
IAH_PHX,13.875,26.9375,1.875,10.75
IAH_SAN,3.7222222222222223,34.94444444444444,2.0555555555555554,11.0
IAH_SEA,5.583333333333333,32.916666666666664,1.8333333333333333,10.333333333333334
IAH_SFO,11.6,24.1,2.0,10.8
IAH_SLC,15.333333333333334,22.533333333333335,2.1333333333333333,11.0
IAH_STL,15.2,24.2,1.8,9.7
IAH_TPA,22.916666666666668,23.25,2.0,9.333333333333334
IND_ATL,15.266666666666667,19.333333333333332,2.1333333333333333,9.066666666666666
IND_AUS,11.636363636363637,25.545454545454547,2.1818181818181817,10.454545454545455
IND_BNA,6.125,19.625,2.375,8.25
IND_BOS,-1.0,23.571428571428573,2.0,14.857142857142858
IND_CLT,9.777777777777779,15.222222222222221,2.4444444444444446,10.0
IND_CMH,18.375,22.5,2.0,9.125
IND_DEN,10.0,23.933333333333334,1.8666666666666667,12.266666666666667
IND_DFW,2.857142857142857,19.285714285714285,2.4285714285714284,11.285714285714286
IND_DTW,4.3,25.5,2.1,8.4
IND_IAD,2.25,20.75,2.0,11.666666666666666
IND_IAH,1.7222222222222223,19.5,1.7222222222222223,9.166666666666666
IND_JFK,8.666666666666666,22.5,2.3333333333333335,14.166666666666666
IND_LAS,6.0,22.636363636363637,2.0,8.909090909090908
IND_LAX,13.777777777777779,31.11111111111111,2.0,9.444444444444445
IND_MCI,4.368421052631579,23.736842105263158,1.7894736842105263,9.368421052631579
IND_MCO,15.428571428571429,29.714285714285715,1.8571428571428572,10.142857142857142
IND_MIA,8.0,25.214285714285715,2.0714285714285716,10.0
IND_MSP,8.3,24.8,2.1,9.7
IND_ORD,4.428571428571429,26.714285714285715,2.5714285714285716,10.0
IND_PDX,13.727272727272727,22.0,1.8181818181818181,7.909090909090909
IND_PHL,13.0,26.714285714285715,2.0714285714285716,13.214285714285714
IND_PHX,7.9,29.0,1.8,7.7
IND_SAN,8.7,25.1,1.8,12.3
IND_SEA,12.6,29.1,1.8,14.0
IND_SFO,11.6,22.6,1.8,11.5
IND_SLC,7.428571428571429,19.785714285714285,2.0714285714285716,9.714285714285714
IND_STL,15.6,11.6,2.2,7.8
IND_TPA,12.76923076923077,25.23076923076923,2.4615384615384617,10.23076923076923
JFK_ATL,17.5,27.25,2.125,11.75
JFK_AUS,15.235294117647058,24.352941176470587,2.3529411764705883,13.352941176470589
JFK_BNA,6.0,33.857142857142854,1.7142857142857142,9.428571428571429
JFK_BOS,20.833333333333332,16.166666666666668,2.0,12.166666666666666
JFK_CLT,12.25,27.25,2.1666666666666665,9.833333333333334
JFK_CMH,14.875,23.75,1.75,8.375
JFK_DEN,13.142857142857142,24.285714285714285,1.8571428571428572,9.071428571428571
JFK_DFW,4.470588235294118,25.352941176470587,2.5294117647058822,12.411764705882353
JFK_DTW,6.214285714285714,25.142857142857142,2.0714285714285716,11.928571428571429
JFK_IAD,14.785714285714286,23.928571428571427,1.9285714285714286,11.0
JFK_IAH,10.0,25.833333333333332,1.75,9.666666666666666
JFK_IND,18.68421052631579,24.526315789473685,2.3157894736842106,9.105263157894736
JFK_LAS,7.928571428571429,19.642857142857142,1.6428571428571428,11.071428571428571
JFK_LAX,9.923076923076923,29.846153846153847,2.3846153846153846,11.692307692307692
JFK_MCI,3.7857142857142856,27.5,2.0714285714285716,9.857142857142858
JFK_MCO,9.1,14.6,2.5,8.9
JFK_MIA,8.636363636363637,26.636363636363637,2.1818181818181817,12.0
JFK_MSP,3.8125,31.3125,2.0625,11.75
JFK_ORD,14.272727272727273,19.90909090909091,2.272727272727273,12.636363636363637
JFK_PDX,6.125,22.125,2.25,11.625
JFK_PHL,3.0,18.25,1.3333333333333333,13.0
JFK_PHX,7.714285714285714,25.428571428571427,2.2142857142857144,10.214285714285714
JFK_SAN,0.2727272727272727,21.363636363636363,2.272727272727273,10.454545454545455
JFK_SEA,5.555555555555555,29.0,2.2222222222222223,8.666666666666666
JFK_SFO,4.875,30.0,1.625,11.25
JFK_SLC,9.222222222222221,33.333333333333336,1.7777777777777777,7.777777777777778
JFK_STL,12.4,22.9,1.8,10.6
JFK_TPA,14.1,20.0,1.9,12.8
LAS_ATL,7.2727272727272725,22.727272727272727,2.0,10.818181818181818
LAS_AUS,12.529411764705882,30.705882352941178,1.8823529411764706,9.117647058823529
LAS_BNA,23.727272727272727,19.0,2.0,11.0
LAS_BOS,12.571428571428571,21.714285714285715,2.0,10.285714285714286
LAS_CLT,12.333333333333334,24.0,2.0,14.333333333333334
LAS_CMH,7.6875,27.8125,1.9375,10.4375
LAS_DEN,8.4375,17.0,1.9375,9.5625
LAS_DFW,17.68421052631579,25.526315789473685,1.9473684210526316,12.736842105263158
LAS_DTW,6.133333333333334,24.733333333333334,1.6666666666666667,11.666666666666666
LAS_IAD,10.0,22.0,2.0833333333333335,11.416666666666666
LAS_IAH,17.875,26.25,2.0,7.5
LAS_IND,12.04,27.84,2.16,10.96
LAS_JFK,8.307692307692308,25.53846153846154,2.076923076923077,8.307692307692308
LAS_LAX,19.75,26.0,2.0,12.0
LAS_MCI,11.923076923076923,18.153846153846153,1.9230769230769231,12.076923076923077
LAS_MCO,10.555555555555555,25.88888888888889,2.111111111111111,12.222222222222221
LAS_MIA,26.2,25.3,1.9,10.5
LAS_MSP,12.714285714285714,23.857142857142858,1.5714285714285714,8.428571428571429
LAS_ORD,9.909090909090908,16.545454545454547,1.5454545454545454,9.181818181818182
LAS_PDX,11.9,23.5,2.0,13.6
LAS_PHL,8.75,19.5,2.0833333333333335,10.416666666666666
LAS_PHX,4.428571428571429,31.142857142857142,2.142857142857143,9.0
LAS_SAN,15.294117647058824,21.11764705882353,2.1176470588235294,10.705882352941176
LAS_SEA,22.22222222222222,27.11111111111111,2.3333333333333335,11.777777777777779
LAS_SFO,14.666666666666666,20.833333333333332,1.5,10.75
LAS_SLC,6.111111111111111,19.666666666666668,2.0,8.555555555555555
LAS_STL,9.571428571428571,23.642857142857142,2.2142857142857144,11.857142857142858
LAS_TPA,15.777777777777779,22.166666666666668,2.111111111111111,12.222222222222221
LAX_ATL,7.666666666666667,26.0,2.2222222222222223,10.444444444444445
LAX_AUS,12.7,22.5,1.6,10.7
LAX_BNA,18.142857142857142,25.857142857142858,2.142857142857143,11.642857142857142
LAX_BOS,13.0,21.333333333333332,1.6666666666666667,10.0
LAX_CLT,18.071428571428573,24.571428571428573,1.9285714285714286,10.071428571428571
LAX_CMH,15.8,18.7,1.6,10.1
LAX_DEN,5.615384615384615,31.615384615384617,2.0,11.615384615384615
LAX_DFW,17.666666666666668,37.888888888888886,1.2222222222222223,10.11111111111111
LAX_DTW,7.75,29.5,1.9166666666666667,11.0
LAX_IAD,10.4,21.066666666666666,2.066666666666667,9.866666666666667
LAX_IAH,6.444444444444445,27.77777777777778,1.8888888888888888,7.555555555555555
LAX_IND,6.769230769230769,25.384615384615383,1.9230769230769231,12.923076923076923
LAX_JFK,9.176470588235293,26.764705882352942,1.7647058823529411,8.529411764705882
LAX_LAS,14.785714285714286,32.42857142857143,1.8571428571428572,13.0
